time1,sites,transects,year_intervals,time,times,groups,alphaD,alphaD2,spe_sta,spe_asy,alpha_sta
1,GOLB,2,4-year,2010-2013,Ante-heat,FISH,1.609437912,0.931212349,-0.456736101,0.546564327,0.089828226
2,GOLB,1,4-year,2014-2017,Post-heat,FISH,1.098612289,0.377230599,-0.146855753,0.384459629,0.237603876
2,GOLB,2,4-year,2014-2017,Post-heat,FISH,1.178654996,0.426985347,-0.565442414,0.178709689,-0.386732724
1,GOLB,1,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.079441542,0.673709594,-0.07284834,0.507216535,0.434368194
1,GOLB,2,4-year,2010-2013,Ante-heat,MOBILE INVERT,1.909542505,1.077528968,-0.159095182,0.465092238,0.305997056
2,GOLB,1,4-year,2014-2017,Post-heat,MOBILE INVERT,1.252762968,0.247322603,-0.284823239,0.261938824,-0.022884415
2,GOLB,2,4-year,2014-2017,Post-heat,MOBILE INVERT,1.446918983,0.268354599,-0.378997338,0.724353068,0.345355731
1,GOLB,1,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.583997552,1.540594307,0.205606547,1.222593489,1.428200036
1,GOLB,2,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.251291799,1.405277843,-0.268681488,0.341235914,0.072554426
2,GOLB,1,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.505525937,1.189546619,0.138118669,1.040124938,1.178243607
2,GOLB,2,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.621038824,1.194388997,0.238737087,0.779782779,1.018519866
1,GOLB,1,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.054123734,0.221820055,-0.041125419,0.0900702,0.048944782
1,GOLB,2,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.240709689,0.458131443,-0.151026391,0.022237606,-0.128788783
2,GOLB,1,5-year,2014-2018,Post-heat,SESSILE INVERT,1.757857918,0.290792212,-0.195292486,0.014348886,-0.1809436
2,GOLB,2,5-year,2014-2018,Post-heat,SESSILE INVERT,1.974081026,0.363526123,-0.27337153,0.002654413,-0.270717117
1,GOLB,1,5-year,2009-2013,Ante-heat,FISH,1.568615918,0.4321194,-0.785994274,0.382844447,-0.403149826
1,GOLB,2,5-year,2009-2013,Ante-heat,FISH,1.757857918,1.019298066,-0.467153128,0.607801171,0.140648043
2,GOLB,1,5-year,2014-2018,Post-heat,FISH,1.098612289,0.430653249,-0.01512851,0.366571204,0.351442694
2,GOLB,2,5-year,2014-2018,Post-heat,FISH,1.280933845,0.422880444,-0.552225191,0.443412489,-0.108812702
1,GOLB,1,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.079441542,0.813420245,-0.17662402,0.604124013,0.427499993
1,GOLB,2,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.079441542,1.058341455,-0.317253594,0.806080811,0.488827216
2,GOLB,1,5-year,2014-2018,Post-heat,MOBILE INVERT,1.280933845,0.3670292,-0.382558553,0.289354464,-0.09320409
2,GOLB,2,5-year,2014-2018,Post-heat,MOBILE INVERT,1.481604541,0.406926238,-0.507591194,0.992494918,0.484903725
1,GOLB,1,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.501435952,1.355211462,0.058958692,1.049994581,1.108953273
1,GOLB,2,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.282382386,1.430271362,-0.24565205,0.367538183,0.121886133
2,GOLB,1,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.468099531,1.205736897,-0.048499863,0.640992273,0.59249241
2,GOLB,2,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.58021683,1.263896079,0.087250081,0.83773293,0.92498301
1,GOLB,1,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.079441542,0.189763978,-0.106620728,0.063452059,-0.04316867
1,GOLB,2,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.197224577,0.466322678,0.005376454,0.053038721,0.058415175
2,GOLB,1,6-year,2014-2019,Post-heat,SESSILE INVERT,1.763588592,0.296641906,-0.027954064,0.044022297,0.016068233
2,GOLB,2,6-year,2014-2019,Post-heat,SESSILE INVERT,1.969440647,0.346386113,-0.072633722,0.002787136,-0.069846586
1,GOLB,1,6-year,2008-2013,Ante-heat,FISH,1.642227735,0.520582893,-0.853997719,0.433822321,-0.420175397
1,GOLB,2,6-year,2008-2013,Ante-heat,FISH,1.704748092,1.032040639,-0.484095104,0.69879705,0.214701947
2,GOLB,1,6-year,2014-2019,Post-heat,FISH,1.15267951,0.52903526,-0.179365801,0.275154637,0.095788835
2,GOLB,2,6-year,2014-2019,Post-heat,FISH,1.203972804,0.440271735,-0.56897121,0.495317671,-0.073653539
1,GOLB,1,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.036881927,0.845975189,-0.158565939,0.612995415,0.454429477
1,GOLB,2,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.014903021,1.035374126,-0.217078703,0.841930586,0.624851882
2,GOLB,1,6-year,2014-2019,Post-heat,MOBILE INVERT,1.386294361,0.374705504,-0.374786556,0.347634536,-0.02715202
2,GOLB,2,6-year,2014-2019,Post-heat,MOBILE INVERT,1.427116356,0.416352185,-0.55342279,0.920547852,0.367125062
1,GOLB,1,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.538973871,1.347205856,0.119940768,1.106434425,1.226375193
1,GOLB,2,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.367123614,1.224497433,-0.289427928,0.506436244,0.217008317
2,GOLB,1,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.498699972,1.286696084,-0.104802293,0.671212337,0.566410044
2,GOLB,2,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.564949357,1.318802115,0.105371097,0.8447017,0.950072797
1,GOLB,1,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.181224236,0.19420823,-0.044825225,0.066031255,0.021206029
1,GOLB,2,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.25878247,0.437733765,-0.070646777,0.052078945,-0.018567832
2,GOLB,1,7-year,2014-2020,Post-heat,SESSILE INVERT,1.815289967,0.288529241,0.093875615,0.044853953,0.138729568
2,GOLB,2,7-year,2014-2020,Post-heat,SESSILE INVERT,1.925290862,0.329833042,0.073210546,0.003467756,0.076678303
1,GOLB,1,7-year,2007-2013,Ante-heat,FISH,1.665007764,0.577951854,-0.926925832,0.444428239,-0.482497593
1,GOLB,2,7-year,2007-2013,Ante-heat,FISH,1.691676011,1.000047679,-0.446965611,0.747069208,0.300103598
2,GOLB,1,7-year,2014-2020,Post-heat,FISH,1.049822124,0.434076561,-0.22324439,0.395425569,0.172181178
2,GOLB,2,7-year,2014-2020,Post-heat,FISH,1.189584067,0.426920499,-0.500268828,0.520984663,0.020715834
1,GOLB,1,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.024381764,0.875976702,-0.120949019,0.63767047,0.516721452
1,GOLB,2,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.024381764,1.002172277,-0.204559576,0.850834173,0.646274597
2,GOLB,1,7-year,2014-2020,Post-heat,MOBILE INVERT,1.312186389,0.390255711,-0.468985744,0.319059758,-0.149925987
2,GOLB,2,7-year,2014-2020,Post-heat,MOBILE INVERT,1.386294361,0.434022666,-0.599636586,0.909492842,0.309856255
1,GOLB,1,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.460809098,1.304773913,0.012208303,1.181700838,1.193909141
1,GOLB,2,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.33075597,1.255767308,-0.359512174,0.598564451,0.239052277
2,GOLB,1,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.51999797,1.325380628,-0.173347311,0.845436215,0.672088904
2,GOLB,2,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.508437148,1.367751201,0.005002953,0.725041849,0.730044802
1,IVEE,1,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.036881927,0.610098972,0.648717081,0.033454044,0.682171125
1,IVEE,2,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.120263536,0.186321029,0.975721856,0.095073384,1.07079524
1,IVEE,3,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.120263536,0.317670434,1.797169495,1.419473657,3.216643152
1,IVEE,4,3-year,2011-2013,Ante-heat,SESSILE INVERT,1.609437912,0.160017711,1.502078691,0.679275988,2.181354679
1,IVEE,5,3-year,2011-2013,Ante-heat,SESSILE INVERT,1.609437912,0.057902483,1.129701069,0.025827535,1.155528604
1,IVEE,6,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.159484249,0.055980554,1.175290247,0.041493089,1.216783336
1,IVEE,7,3-year,2011-2013,Ante-heat,SESSILE INVERT,1.897119985,0.162453832,0.579406976,0.056003045,0.63541002
2,IVEE,1,3-year,2014-2016,Post-heat,SESSILE INVERT,1.673976434,0.157628644,0.317791906,0.03455006,0.352341966
2,IVEE,2,3-year,2014-2016,Post-heat,SESSILE INVERT,1.992430165,0.07996663,-0.088277551,0.004907489,-0.083370061
2,IVEE,3,3-year,2014-2016,Post-heat,SESSILE INVERT,1.945910149,0.057336237,0.875160338,0.11009368,0.985254017
2,IVEE,4,3-year,2014-2016,Post-heat,SESSILE INVERT,1.609437912,0.02292167,0.176415073,0.014690765,0.191105838
2,IVEE,5,3-year,2014-2016,Post-heat,SESSILE INVERT,1.673976434,0.03530804,0.648865217,0.052698649,0.701563867
2,IVEE,6,3-year,2014-2016,Post-heat,SESSILE INVERT,1.386294361,0.224014211,-0.112850258,0.194666623,0.081816365
2,IVEE,7,3-year,2014-2016,Post-heat,SESSILE INVERT,1.299282984,0.120036718,0.266065014,0.065514761,0.331579775
1,IVEE,1,3-year,2011-2013,Ante-heat,FISH,1.609437912,1.333283663,-0.155797526,0.712910906,0.55711338
1,IVEE,2,3-year,2011-2013,Ante-heat,FISH,2.268683541,0.432623757,-0.324936686,0.034843159,-0.290093527
1,IVEE,3,3-year,2011-2013,Ante-heat,FISH,1.734601055,0.866033007,-0.237885782,0.168754584,-0.069131199
1,IVEE,4,3-year,2011-2013,Ante-heat,FISH,0.980829253,0.320141437,-0.26580334,0.205352654,-0.060450686
1,IVEE,5,3-year,2011-2013,Ante-heat,FISH,1.540445041,0.313574304,-0.339842673,0.174327807,-0.165514866
1,IVEE,6,3-year,2011-2013,Ante-heat,FISH,1.897119985,1.1411384,-0.491371232,0.122708933,-0.368662297
1,IVEE,7,3-year,2011-2013,Ante-heat,FISH,1.540445041,0.335919704,-0.547897144,0.682843065,0.13494592
2,IVEE,1,3-year,2014-2016,Post-heat,FISH,0.980829253,0.141229669,0.280667973,0.123488727,0.4041567
2,IVEE,2,3-year,2014-2016,Post-heat,FISH,1.609437912,0.229329888,0.148004788,0.195377849,0.343382637
2,IVEE,3,3-year,2014-2016,Post-heat,FISH,1.299282984,0.896762398,-0.536669524,0.004205279,-0.532464244
2,IVEE,4,3-year,2014-2016,Post-heat,FISH,0.287682072,0.174353387,-0.102034875,1.067501417,0.965466542
2,IVEE,5,3-year,2014-2016,Post-heat,FISH,1.098612289,0.494895593,-0.354301949,0.481609628,0.127307679
2,IVEE,6,3-year,2014-2016,Post-heat,FISH,1.299282984,0.075072792,-0.548020204,0.263998264,-0.284021939
2,IVEE,7,3-year,2014-2016,Post-heat,FISH,0.84729786,0.78262629,-0.374739434,0.494134626,0.119395191
1,IVEE,1,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.036881927,1.111846942,0.03863842,0.659865482,0.698503902
1,IVEE,2,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.120263536,0.668291561,0.452773707,0.890491118,1.343264826
1,IVEE,3,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.233592221,0.884176987,0.110689868,0.339745382,0.450435251
1,IVEE,4,3-year,2011-2013,Ante-heat,MOBILE INVERT,1.992430165,0.531954044,1.214762873,0.503131443,1.717894315
1,IVEE,5,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.036881927,0.579171295,0.206141788,0.189710916,0.395852705
1,IVEE,6,3-year,2011-2013,Ante-heat,MOBILE INVERT,1.84582669,0.978729791,0.221585874,0.447796385,0.669382259
1,IVEE,7,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.036881927,1.077024756,-0.108585446,0.24883065,0.140245204
2,IVEE,1,3-year,2014-2016,Post-heat,MOBILE INVERT,1.540445041,0.588838401,-0.439076825,0.105414909,-0.333661917
2,IVEE,2,3-year,2014-2016,Post-heat,MOBILE INVERT,1.540445041,0.751605022,-0.318121895,0.047579307,-0.270542588
2,IVEE,3,3-year,2014-2016,Post-heat,MOBILE INVERT,2.079441542,1.106225968,-0.048115442,1.138471293,1.090355851
2,IVEE,4,3-year,2014-2016,Post-heat,MOBILE INVERT,1.540445041,0.304775061,0.178623046,0.244918039,0.423541085
2,IVEE,5,3-year,2014-2016,Post-heat,MOBILE INVERT,1.897119985,0.666734043,-0.004579015,0.301359615,0.2967806
2,IVEE,6,3-year,2014-2016,Post-heat,MOBILE INVERT,1.203972804,0.587080906,-0.296912314,1.201084038,0.904171725
2,IVEE,7,3-year,2014-2016,Post-heat,MOBILE INVERT,0.980829253,0.340766059,0.037408542,0.617022615,0.654431158
1,IVEE,1,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,1.466337069,0.646823189,-0.49775724,0.275175539,-0.222581702
1,IVEE,2,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,1.945910149,0.621645243,-0.040662834,0.165257564,0.12459473
1,IVEE,3,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,1.945910149,1.238412042,-0.032978163,0.780011542,0.747033379
1,IVEE,4,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,1.791759469,0.556762692,-0.018047828,1.964131845,1.946084018
1,IVEE,5,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,2.335374915,1.050704993,0.021062954,1.061672071,1.082735025
1,IVEE,6,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,2.120263536,1.775737618,-0.081602857,0.658131347,0.57652849
1,IVEE,7,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,2.159484249,1.241397333,0.048678398,0.34703609,0.395714488
2,IVEE,1,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.268683541,0.729228058,0.165052569,1.1144252,1.279477769
2,IVEE,2,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.159484249,0.815002094,-0.273422048,0.447178918,0.17375687
2,IVEE,3,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.397895273,0.935965741,-0.358973873,0.614603384,0.255629511
2,IVEE,4,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.367123614,0.902964983,-0.189728911,0.551200833,0.361471923
2,IVEE,5,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.48490665,1.326085041,0.226417889,0.534699782,0.761117671
2,IVEE,6,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.397895273,1.680364415,-0.087705376,0.368165865,0.280460489
2,IVEE,7,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.48490665,1.789301689,0.187609595,0.653492367,0.841101963
1,IVEE,1,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.981001469,0.44897393,0.492375712,0.13882936,0.631205072
1,IVEE,2,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.047692843,0.157250652,0.96424364,0.090256438,1.054500078
1,IVEE,3,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.832581464,0.317670434,0.337528636,0.06579817,0.403326806
1,IVEE,4,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.32175584,0.160017711,0.303243989,0.085511708,0.388755698
1,IVEE,5,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.32175584,0.057902483,0.27686748,0.011292063,0.288159543
1,IVEE,6,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.871802177,0.055980554,0.291047921,0.009315474,0.300363395
1,IVEE,7,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.609437912,0.162453832,0.098756365,0.027395247,0.126151613
2,IVEE,1,4-year,2014-2017,Post-heat,SESSILE INVERT,1.558144618,0.163067122,0.120194397,0.047996419,0.168190816
2,IVEE,2,4-year,2014-2017,Post-heat,SESSILE INVERT,2.047692843,0.074650909,-0.160158507,0.008160646,-0.151997861
2,IVEE,3,4-year,2014-2017,Post-heat,SESSILE INVERT,2.1102132,0.053765402,1.066766807,0.126734143,1.19350095
2,IVEE,4,4-year,2014-2017,Post-heat,SESSILE INVERT,1.749199855,0.020356444,0.428444118,0.017761731,0.446205849
2,IVEE,5,4-year,2014-2017,Post-heat,SESSILE INVERT,1.749199855,0.028935004,0.51333276,0.028186334,0.541519093
2,IVEE,6,4-year,2014-2017,Post-heat,SESSILE INVERT,1.446918983,0.178452774,-0.177049798,0.165090317,-0.011959479
2,IVEE,7,4-year,2014-2017,Post-heat,SESSILE INVERT,1.558144618,0.109602988,0.469218982,0.069893909,0.539112891
1,IVEE,1,4-year,2010-2013,Ante-heat,FISH,1.386294361,0.803614774,-0.332058253,0.535847598,0.203789345
1,IVEE,2,4-year,2010-2013,Ante-heat,FISH,2.1102132,0.558817267,-0.498682843,0.030132915,-0.468549928
1,IVEE,3,4-year,2010-2013,Ante-heat,FISH,1.446918983,0.866033007,-0.436530254,0.141148828,-0.295381426
1,IVEE,4,4-year,2010-2013,Ante-heat,FISH,0.693147181,0.320141437,-0.458355941,0.169504036,-0.288851904
1,IVEE,5,4-year,2010-2013,Ante-heat,FISH,1.252762968,0.313574304,-0.516879456,0.147174831,-0.369704626
1,IVEE,6,4-year,2010-2013,Ante-heat,FISH,1.609437912,1.1411384,-0.64378521,0.107671734,-0.536113477
1,IVEE,7,4-year,2010-2013,Ante-heat,FISH,1.252762968,0.335919704,-0.691978851,0.542190188,-0.149788662
2,IVEE,1,4-year,2014-2017,Post-heat,FISH,0.916290732,0.106995954,-0.068582421,0.185026528,0.116444107
2,IVEE,2,4-year,2014-2017,Post-heat,FISH,1.446918983,0.324640349,-0.143919331,0.153728358,0.009809027
2,IVEE,3,4-year,2014-2017,Post-heat,FISH,1.32175584,0.966546708,-0.592329336,0.134626598,-0.457702737
2,IVEE,4,4-year,2014-2017,Post-heat,FISH,0.405465108,0.131870964,-0.157453382,0.295614741,0.138161359
2,IVEE,5,4-year,2014-2017,Post-heat,FISH,0.916290732,0.346405122,-0.527851644,0.37337859,-0.154473054
2,IVEE,6,4-year,2014-2017,Post-heat,FISH,1.098612289,0.055769648,-0.370881221,0.281668808,-0.089212413
2,IVEE,7,4-year,2014-2017,Post-heat,FISH,1.098612289,0.449634205,-0.686133534,0.06272529,-0.623408245
1,IVEE,1,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.047692843,1.014447818,-0.162997584,0.335573989,0.172576404
1,IVEE,2,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.079441542,0.814756989,0.099985495,0.919575679,1.019561174
1,IVEE,3,4-year,2010-2013,Ante-heat,MOBILE INVERT,1.945910149,0.884176987,-0.170325369,0.208827718,0.038502348
1,IVEE,4,4-year,2010-2013,Ante-heat,MOBILE INVERT,1.704748092,0.531954044,0.250159181,0.1141167,0.364275881
1,IVEE,5,4-year,2010-2013,Ante-heat,MOBILE INVERT,1.749199855,0.579171295,-0.111448075,0.120826466,0.009378391
1,IVEE,6,4-year,2010-2013,Ante-heat,MOBILE INVERT,1.558144618,0.978729791,-0.114047221,0.254457585,0.140410364
1,IVEE,7,4-year,2010-2013,Ante-heat,MOBILE INVERT,1.749199855,1.077024756,-0.355493421,0.209252291,-0.146241129
2,IVEE,1,4-year,2014-2017,Post-heat,MOBILE INVERT,1.446918983,0.436854538,-0.560138379,0.092024306,-0.468114072
2,IVEE,2,4-year,2014-2017,Post-heat,MOBILE INVERT,1.386294361,0.511568808,-0.353189344,0.055522186,-0.297667159
2,IVEE,3,4-year,2014-2017,Post-heat,MOBILE INVERT,2.079441542,1.107063234,0.073889175,1.191868466,1.26575764
2,IVEE,4,4-year,2014-2017,Post-heat,MOBILE INVERT,1.658228077,0.360490381,0.282313598,0.364320556,0.646634154
2,IVEE,5,4-year,2014-2017,Post-heat,MOBILE INVERT,1.909542505,0.773935208,0.050884033,0.410408986,0.46129302
2,IVEE,6,4-year,2014-2017,Post-heat,MOBILE INVERT,1.252762968,0.689354617,-0.280249915,1.005185265,0.724935349
2,IVEE,7,4-year,2014-2017,Post-heat,MOBILE INVERT,1.098612289,0.379766613,0.005859477,0.689456315,0.695315792
1,IVEE,1,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.32175584,0.621103383,-0.626356426,0.263518667,-0.362837759
1,IVEE,2,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.981001469,0.625019933,0.124652344,0.262543942,0.387196286
1,IVEE,3,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.658228077,1.238412042,-0.280777399,0.45169258,0.170915181
1,IVEE,4,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.504077397,0.556762692,-0.278921331,0.657899147,0.378977815
1,IVEE,5,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.047692843,1.050704993,-0.234554186,0.506589902,0.272035716
1,IVEE,6,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.832581464,1.775737618,-0.320657734,0.420754571,0.100096837
1,IVEE,7,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.871802177,1.241397333,-0.247698371,0.257001133,0.009302763
2,IVEE,1,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.197224577,0.793847101,0.081005992,1.164672983,1.245678975
2,IVEE,2,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.277267285,1.019755333,-0.21138977,0.617564778,0.406175008
2,IVEE,3,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.251291799,1.028258804,-0.487480878,0.478760016,-0.008720862
2,IVEE,4,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.224623552,0.838135143,-0.332585366,0.434497047,0.10191168
2,IVEE,5,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.302585093,1.150216965,0.135432815,0.472147975,0.60758079
2,IVEE,6,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.48490665,1.538173206,-0.132794423,0.53035596,0.397561538
2,IVEE,7,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.48490665,1.691848999,0.143136044,0.67976913,0.822905174
1,IVEE,1,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.128231706,0.352009249,0.517320959,0.273850516,0.791171475
1,IVEE,2,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.104134154,0.125039205,-0.153841235,0.036654679,-0.117186556
1,IVEE,3,5-year,2009-2013,Ante-heat,SESSILE INVERT,1.609437912,0.317670434,0.045128337,0.044694931,0.089823269
1,IVEE,4,5-year,2009-2013,Ante-heat,SESSILE INVERT,1.098612289,0.160017711,0.020410704,0.060241439,0.080652143
1,IVEE,5,5-year,2009-2013,Ante-heat,SESSILE INVERT,1.098612289,0.057902483,0.005992567,0.008695829,0.014688396
1,IVEE,6,5-year,2009-2013,Ante-heat,SESSILE INVERT,1.648658626,0.055980554,0.016462362,0.006469888,0.022932249
1,IVEE,7,5-year,2009-2013,Ante-heat,SESSILE INVERT,1.386294361,0.162453832,-0.121621967,0.020945019,-0.100676948
2,IVEE,1,5-year,2014-2018,Post-heat,SESSILE INVERT,1.609437912,0.130295368,0.20220477,0.135706149,0.337910919
2,IVEE,2,5-year,2014-2018,Post-heat,SESSILE INVERT,2.197224577,0.085539136,0.061977278,0.022386127,0.084363406
2,IVEE,3,5-year,2014-2018,Post-heat,SESSILE INVERT,2.054123734,0.045088566,1.041181935,0.108173202,1.149355137
2,IVEE,4,5-year,2014-2018,Post-heat,SESSILE INVERT,1.824549292,0.016659711,0.256071765,0.011858743,0.267930508
2,IVEE,5,5-year,2014-2018,Post-heat,SESSILE INVERT,1.686398954,0.023596571,0.39555057,0.018937896,0.414488466
2,IVEE,6,5-year,2014-2018,Post-heat,SESSILE INVERT,1.722766598,0.163813359,-0.09789605,0.179033745,0.081137696
2,IVEE,7,5-year,2014-2018,Post-heat,SESSILE INVERT,1.686398954,0.087418741,-0.080240788,0.021888028,-0.05835276
1,IVEE,1,5-year,2009-2013,Ante-heat,FISH,1.526056303,0.800351217,-0.700503321,0.319538726,-0.380964595
1,IVEE,2,5-year,2009-2013,Ante-heat,FISH,2.028148247,0.627077795,-0.623467404,0.028838682,-0.594628722
1,IVEE,3,5-year,2009-2013,Ante-heat,FISH,1.223775432,0.866033007,-0.57174226,0.128174913,-0.443567347
1,IVEE,4,5-year,2009-2013,Ante-heat,FISH,0.470003629,0.320141437,-0.591367573,0.153484613,-0.437882959
1,IVEE,5,5-year,2009-2013,Ante-heat,FISH,1.029619417,0.313574304,-0.643417408,0.134495105,-0.508922303
1,IVEE,6,5-year,2009-2013,Ante-heat,FISH,1.386294361,1.1411384,-0.759320332,0.100235339,-0.659084994
1,IVEE,7,5-year,2009-2013,Ante-heat,FISH,1.029619417,0.335919704,-0.803654516,0.484388932,-0.319265585
2,IVEE,1,5-year,2014-2018,Post-heat,FISH,1.029619417,0.239140727,-0.186968978,0.334090992,0.147122014
2,IVEE,2,5-year,2014-2018,Post-heat,FISH,1.481604541,0.387466735,-0.317852156,0.296159317,-0.021692838
2,IVEE,3,5-year,2014-2018,Post-heat,FISH,1.386294361,1.028651527,-0.553802226,0.241834442,-0.311967786
2,IVEE,4,5-year,2014-2018,Post-heat,FISH,0.336472237,0.104068833,0.026401344,0.303057289,0.329458633
2,IVEE,5,5-year,2014-2018,Post-heat,FISH,1.098612289,0.411106714,-0.476939908,0.51779593,0.040856021
2,IVEE,6,5-year,2014-2018,Post-heat,FISH,0.955511445,0.044364121,-0.510966125,0.242058328,-0.268907797
2,IVEE,7,5-year,2014-2018,Post-heat,FISH,0.875468737,0.449634205,-0.798245957,0.058610385,-0.739635572
1,IVEE,1,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.054123734,1.007202341,-0.204532488,0.507361383,0.302828896
1,IVEE,2,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.028148247,0.869458901,-0.022091937,0.912334224,0.890242287
1,IVEE,3,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.722766598,0.884176987,-0.33767778,0.170327419,-0.167350361
1,IVEE,4,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.481604541,0.531954044,-0.016673409,0.08169611,0.065022701
1,IVEE,5,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.526056303,0.579171295,-0.289437699,0.099330117,-0.190107582
1,IVEE,6,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.335001067,0.978729791,-0.295471292,0.205371027,-0.090100265
1,IVEE,7,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.526056303,1.077024756,-0.505045892,0.188740687,-0.316305206
2,IVEE,1,5-year,2014-2018,Post-heat,MOBILE INVERT,1.435084525,0.532603679,-0.642473886,0.175775323,-0.466698563
2,IVEE,2,5-year,2014-2018,Post-heat,MOBILE INVERT,1.568615918,0.62087615,-0.560530109,0.497649397,-0.062880711
2,IVEE,3,5-year,2014-2018,Post-heat,MOBILE INVERT,2.128231706,0.992543946,-0.089460267,0.507147995,0.417687728
2,IVEE,4,5-year,2014-2018,Post-heat,MOBILE INVERT,1.722766598,0.425552934,0.368083419,0.436070134,0.804153553
2,IVEE,5,5-year,2014-2018,Post-heat,MOBILE INVERT,1.887069649,0.888675923,0.029651764,0.594556216,0.62420798
2,IVEE,6,5-year,2014-2018,Post-heat,MOBILE INVERT,1.280933845,0.750997265,-0.156068385,0.868389443,0.712321058
